,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
3930981,2015,9,1,2,AA,519,N828AW,CLE,CLT,1525,1513.0,-12.0,13.0,1526.0,97.0,95.0,68.0,430,1634.0,14.0,1702,1648.0,-14.0,0,0,,,,,,
4537348,2015,10,10,6,EV,4869,N852AS,10397,12951,1401,1355.0,-6.0,13.0,1408.0,105.0,94.0,76.0,503,1424.0,5.0,1446,1429.0,-17.0,0,0,,,,,,
952694,2015,3,4,3,UA,1417,N37277,CLE,EWR,1112,1108.0,-4.0,10.0,1118.0,92.0,82.0,66.0,404,1224.0,6.0,1244,1230.0,-14.0,0,0,,,,,,
4295775,2015,9,25,5,B6,1485,N236JB,BOS,PIT,858,851.0,-7.0,17.0,908.0,105.0,101.0,81.0,496,1029.0,3.0,1043,1032.0,-11.0,0,0,,,,,,
3218484,2015,7,20,1,UA,1965,N75428,IAD,RDU,1809,1810.0,1.0,12.0,1822.0,70.0,53.0,38.0,224,1900.0,3.0,1919,1903.0,-16.0,0,0,,,,,,
5259251,2015,11,25,3,MQ,3436,N928MQ,MIA,GNV,1445,1441.0,-4.0,11.0,1452.0,70.0,65.0,51.0,294,1543.0,3.0,1555,1546.0,-9.0,0,0,,,,,,
1482151,2015,4,5,7,EV,6168,N12157,ORD,ABE,2100,2044.0,-16.0,17.0,2101.0,113.0,98.0,78.0,654,2319.0,3.0,2353,2322.0,-31.0,0,0,,,,,,
16970,2015,1,2,5,US,1797,N812AW,BUF,CLT,815,813.0,-2.0,10.0,823.0,121.0,114.0,92.0,546,955.0,12.0,1016,1007.0,-9.0,0,0,,,,,,
742527,2015,2,18,3,UA,1110,N87531,FLL,EWR,2000,1957.0,-3.0,12.0,2009.0,178.0,152.0,132.0,1065,2221.0,8.0,2258,2229.0,-29.0,0,0,,,,,,
5476060,2015,12,9,3,AA,2285,N3ETAA,MCO,JFK,1845,1847.0,2.0,38.0,1925.0,159.0,172.0,121.0,944,2126.0,13.0,2124,2139.0,15.0,0,0,,15.0,0.0,0.0,0.0,0.0
1274989,2015,3,24,2,DL,669,N929DN,LGA,MSP,740,737.0,-3.0,15.0,752.0,195.0,180.0,160.0,1020,932.0,5.0,955,937.0,-18.0,0,0,,,,,,
802529,2015,2,22,7,UA,1105,N77296,DEN,PDX,1905,1953.0,48.0,34.0,2027.0,176.0,169.0,131.0,991,2138.0,4.0,2101,2142.0,41.0,0,0,,0.0,0.0,6.0,35.0,0.0
2565450,2015,6,11,4,DL,1665,N3751B,SLC,LAX,1705,1734.0,29.0,13.0,1747.0,120.0,111.0,83.0,590,1810.0,15.0,1805,1825.0,20.0,0,0,,0.0,0.0,0.0,20.0,0.0
4331252,2015,9,27,7,UA,1098,N33203,ORD,BOS,1558,1558.0,0.0,25.0,1623.0,152.0,150.0,112.0,867,1915.0,13.0,1930,1928.0,-2.0,0,0,,,,,,
711176,2015,2,16,1,OO,4661,N800SK,DTW,MKE,2133,2249.0,76.0,27.0,2316.0,83.0,77.0,44.0,237,2300.0,6.0,2156,2306.0,70.0,0,0,,0.0,0.0,0.0,70.0,0.0
444354,2015,1,30,5,WN,1065,N285WN,ONT,PHX,800,953.0,113.0,6.0,959.0,65.0,83.0,60.0,325,1159.0,17.0,1005,1216.0,131.0,0,0,,131.0,0.0,0.0,0.0,0.0
4409063,2015,10,2,5,MQ,3283,N942MQ,11298,13367,1149,1142.0,-7.0,11.0,1153.0,122.0,115.0,100.0,691,1333.0,4.0,1351,1337.0,-14.0,0,0,,,,,,
3555442,2015,8,9,7,AA,65,N870AA,JFK,MIA,1700,1725.0,25.0,19.0,1744.0,213.0,160.0,134.0,1089,1958.0,7.0,2033,2005.0,-28.0,0,0,,,,,,
2346649,2015,5,29,5,DL,159,N3750D,BOS,DTW,1235,1238.0,3.0,13.0,1251.0,128.0,111.0,93.0,632,1424.0,5.0,1443,1429.0,-14.0,0,0,,,,,,
1213520,2015,3,20,5,HA,151,N478HA,ITO,HNL,1021,1014.0,-7.0,8.0,1022.0,51.0,50.0,37.0,216,1059.0,5.0,1112,1104.0,-8.0,0,0,,,,,,
5628341,2015,12,19,6,DL,2506,N895AT,ECP,ATL,1436,1435.0,-1.0,10.0,1445.0,71.0,62.0,46.0,240,1631.0,6.0,1647,1637.0,-10.0,0,0,,,,,,
1608829,2015,4,13,1,OO,6456,N909SW,ICT,DEN,1728,1722.0,-6.0,10.0,1732.0,93.0,82.0,66.0,420,1738.0,6.0,1801,1744.0,-17.0,0,0,,,,,,
1096952,2015,3,13,5,AA,1339,N3FPAA,RDU,DFW,828,822.0,-6.0,13.0,835.0,192.0,195.0,157.0,1061,1012.0,25.0,1040,1037.0,-3.0,0,0,,,,,,
89771,2015,1,6,2,DL,2281,N901DA,ATL,IND,1625,1623.0,-2.0,12.0,1635.0,95.0,87.0,69.0,432,1744.0,6.0,1800,1750.0,-10.0,0,0,,,,,,
4076834,2015,9,11,5,WN,593,N551WN,HOU,BOS,750,752.0,2.0,15.0,807.0,230.0,216.0,193.0,1609,1220.0,8.0,1240,1228.0,-12.0,0,0,,,,,,
1655423,2015,4,16,4,WN,888,N907WN,LAS,HOU,1420,1424.0,4.0,12.0,1436.0,175.0,177.0,160.0,1235,1916.0,5.0,1915,1921.0,6.0,0,0,,,,,,
4863200,2015,10,31,6,UA,614,N849UA,12889,14771,901,856.0,-5.0,15.0,911.0,120.0,115.0,66.0,414,1017.0,34.0,1101,1051.0,-10.0,0,0,,,,,,
2649909,2015,6,16,2,DL,793,N607AT,BOS,JFK,1755,1833.0,38.0,47.0,1920.0,95.0,99.0,42.0,187,2002.0,10.0,1930,2012.0,42.0,0,0,,42.0,0.0,0.0,0.0,0.0
734521,2015,2,18,3,AS,460,N531AS,SEA,LAX,1200,1326.0,86.0,7.0,1333.0,146.0,145.0,132.0,954,1545.0,6.0,1426,1551.0,85.0,0,0,,0.0,0.0,85.0,0.0,0.0
109928,2015,1,8,4,AS,122,N568AS,ANC,PDX,50,37.0,-13.0,7.0,44.0,215.0,208.0,198.0,1542,502.0,3.0,525,505.0,-20.0,0,0,,,,,,
1519983,2015,4,8,3,NK,729,N620NK,ORD,TPA,835,1020.0,105.0,25.0,1045.0,161.0,163.0,131.0,1012,1356.0,7.0,1216,1403.0,107.0,0,0,,2.0,0.0,77.0,28.0,0.0
1195960,2015,3,19,4,OO,4741,N804SK,SEA,PHX,953,950.0,-3.0,32.0,1022.0,168.0,185.0,150.0,1107,1252.0,3.0,1241,1255.0,14.0,0,0,,,,,,
56912,2015,1,4,7,WN,4561,N7737E,MSY,LAX,1615,1621.0,6.0,7.0,1628.0,270.0,249.0,232.0,1670,1820.0,10.0,1845,1830.0,-15.0,0,0,,,,,,
4103581,2015,9,13,7,B6,2784,N178JB,RDU,BOS,700,652.0,-8.0,11.0,703.0,107.0,88.0,74.0,612,817.0,3.0,847,820.0,-27.0,0,0,,,,,,
1117175,2015,3,14,6,AA,1613,N3KJAA,MIA,SJU,1225,1246.0,21.0,23.0,1309.0,153.0,153.0,123.0,1045,1512.0,7.0,1458,1519.0,21.0,0,0,,0.0,0.0,21.0,0.0,0.0
3787417,2015,8,23,7,OO,6488,N114SY,ORD,MCI,1800,1756.0,-4.0,31.0,1827.0,92.0,99.0,64.0,403,1931.0,4.0,1932,1935.0,3.0,0,0,,,,,,
2269007,2015,5,24,7,US,1777,N716UW,PVD,DCA,1720,1716.0,-4.0,13.0,1729.0,88.0,79.0,62.0,356,1831.0,4.0,1848,1835.0,-13.0,0,0,,,,,,
697204,2015,2,16,1,DL,1568,N945DN,IND,MSP,704,703.0,-1.0,40.0,743.0,125.0,129.0,86.0,503,809.0,3.0,809,812.0,3.0,0,0,,,,,,
3888803,2015,8,30,7,WN,1066,N964WN,SAN,LAS,620,618.0,-2.0,15.0,633.0,85.0,74.0,47.0,258,720.0,12.0,745,732.0,-13.0,0,0,,,,,,
447620,2015,1,30,5,EV,5142,N724EV,PVD,DTW,1105,1056.0,-9.0,28.0,1124.0,130.0,122.0,89.0,615,1253.0,5.0,1315,1258.0,-17.0,0,0,,,,,,
4808364,2015,10,27,2,OO,5302,N472CA,14893,14771,1738,1733.0,-5.0,11.0,1744.0,49.0,46.0,32.0,86,1816.0,3.0,1827,1819.0,-8.0,0,0,,,,,,
3904121,2015,8,31,1,WN,1976,N630WN,SEA,LAS,530,527.0,-3.0,13.0,540.0,145.0,136.0,119.0,867,739.0,4.0,755,743.0,-12.0,0,0,,,,,,
5396849,2015,12,4,5,WN,2493,N8651A,MSY,LAS,1425,1422.0,-3.0,6.0,1428.0,240.0,225.0,214.0,1500,1602.0,5.0,1625,1607.0,-18.0,0,0,,,,,,
512406,2015,2,3,2,B6,1579,N627JB,DCA,FLL,1858,1850.0,-8.0,17.0,1907.0,160.0,156.0,130.0,899,2117.0,9.0,2138,2126.0,-12.0,0,0,,,,,,
5390005,2015,12,4,5,DL,1148,N3773D,ATL,CVG,725,723.0,-2.0,10.0,733.0,84.0,74.0,58.0,373,831.0,6.0,849,837.0,-12.0,0,0,,,,,,
1274089,2015,3,24,2,AA,1334,N3LJAA,SAN,ORD,655,651.0,-4.0,13.0,704.0,241.0,226.0,204.0,1723,1228.0,9.0,1256,1237.0,-19.0,0,0,,,,,,
1116289,2015,3,14,6,WN,2665,N209WN,LAS,TUL,1125,1127.0,2.0,9.0,1136.0,150.0,153.0,140.0,1076,1556.0,4.0,1555,1600.0,5.0,0,0,,,,,,
3298670,2015,7,25,6,AA,202,N3MGAA,LAX,BOS,1230,1225.0,-5.0,17.0,1242.0,340.0,317.0,293.0,2611,2035.0,7.0,2110,2042.0,-28.0,0,0,,,,,,
4666646,2015,10,18,7,B6,1042,N537JB,14685,12478,1907,2111.0,124.0,10.0,2121.0,125.0,137.0,117.0,718,2318.0,10.0,2112,2328.0,136.0,0,0,,128.0,0.0,0.0,8.0,0.0
5579013,2015,12,16,3,WN,444,N749SW,BWI,BNA,1400,1401.0,1.0,9.0,1410.0,120.0,106.0,93.0,587,1443.0,4.0,1500,1447.0,-13.0,0,0,,,,,,
5561169,2015,12,15,2,MQ,3599,N638MQ,XNA,DFW,1152,1220.0,28.0,18.0,1238.0,81.0,79.0,52.0,280,1330.0,9.0,1313,1339.0,26.0,0,0,,0.0,0.0,8.0,18.0,0.0
5244339,2015,11,24,2,WN,253,N7725A,MSY,AUS,1635,1631.0,-4.0,5.0,1636.0,90.0,93.0,72.0,444,1748.0,16.0,1805,1804.0,-1.0,0,0,,,,,,
3501057,2015,8,6,4,DL,2541,N927AT,DSM,ATL,1145,1141.0,-4.0,10.0,1151.0,132.0,163.0,144.0,743,1515.0,9.0,1457,1524.0,27.0,0,0,,27.0,0.0,0.0,0.0,0.0
3484844,2015,8,5,3,WN,1959,N725SW,SAT,BWI,1255,1256.0,1.0,13.0,1309.0,205.0,195.0,178.0,1407,1707.0,4.0,1720,1711.0,-9.0,0,0,,,,,,
238281,2015,1,16,5,DL,1367,N943DN,ROC,ATL,1159,1223.0,24.0,11.0,1234.0,145.0,117.0,100.0,749,1414.0,6.0,1424,1420.0,-4.0,0,0,,,,,,
5146813,2015,11,18,3,UA,544,N65832,LAX,DEN,1057,1224.0,87.0,15.0,1239.0,140.0,148.0,124.0,862,1543.0,9.0,1417,1552.0,95.0,0,0,,89.0,0.0,0.0,6.0,0.0
3122190,2015,7,15,3,WN,1348,N482WN,MKE,BWI,615,610.0,-5.0,9.0,619.0,120.0,109.0,93.0,641,852.0,7.0,915,859.0,-16.0,0,0,,,,,,
4247118,2015,9,22,2,WN,1444,N658SW,DEN,ONT,835,830.0,-5.0,11.0,841.0,135.0,126.0,111.0,819,932.0,4.0,950,936.0,-14.0,0,0,,,,,,
4025829,2015,9,7,1,DL,2418,N361NB,SLC,AUS,2015,2012.0,-3.0,20.0,2032.0,166.0,165.0,138.0,1086,2350.0,7.0,1,2357.0,-4.0,0,0,,,,,,
1485749,2015,4,6,1,UA,236,N423UA,GRR,ORD,731,748.0,17.0,39.0,827.0,68.0,73.0,30.0,137,757.0,4.0,739,801.0,22.0,0,0,,5.0,0.0,17.0,0.0,0.0
3663152,2015,8,16,7,AA,2005,N194UW,SAN,CLT,745,746.0,1.0,13.0,759.0,282.0,278.0,253.0,2077,1512.0,12.0,1527,1524.0,-3.0,0,0,,,,,,
2875667,2015,6,30,2,OO,5166,N754SK,SLC,IAH,755,916.0,81.0,17.0,933.0,190.0,191.0,164.0,1195,1317.0,10.0,1205,1327.0,82.0,0,0,,1.0,0.0,81.0,0.0,0.0
3997252,2015,9,5,6,DL,931,N327NW,SLC,BIL,1802,1756.0,-6.0,13.0,1809.0,79.0,66.0,48.0,387,1857.0,5.0,1921,1902.0,-19.0,0,0,,,,,,
1911497,2015,5,2,6,UA,1147,N17730,SNA,ORD,1204,1200.0,-4.0,9.0,1209.0,251.0,229.0,212.0,1726,1741.0,8.0,1815,1749.0,-26.0,0,0,,,,,,
1302116,2015,3,25,3,WN,1001,N437WN,LIT,LAS,1810,1827.0,17.0,6.0,1833.0,210.0,200.0,186.0,1294,1939.0,8.0,1940,1947.0,7.0,0,0,,,,,,
1970774,2015,5,6,3,MQ,2921,N640MQ,ORD,CID,745,743.0,-2.0,19.0,802.0,69.0,72.0,38.0,196,840.0,15.0,854,855.0,1.0,0,0,,,,,,
5028611,2015,11,10,2,EV,5215,N750EV,LGA,OMA,1935,2119.0,104.0,40.0,2159.0,207.0,205.0,161.0,1148,2340.0,4.0,2202,2344.0,102.0,0,0,,0.0,0.0,0.0,102.0,0.0
1969202,2015,5,6,3,WN,134,N287WN,FLL,MDW,620,924.0,184.0,15.0,939.0,190.0,,,1167,,,830,,,1,0,,,,,,
4033781,2015,9,8,2,MQ,3113,N689MQ,RIC,ORD,1136,1143.0,7.0,32.0,1215.0,129.0,,,642,1622.0,8.0,1245,1630.0,,1,0,,,,,,
1696348,2015,4,19,7,EV,2510,N904EV,DFW,GGG,850,938.0,48.0,20.0,958.0,54.0,51.0,28.0,140,1026.0,3.0,944,1029.0,45.0,0,0,,0.0,0.0,45.0,0.0,0.0
1952018,2015,5,5,2,DL,2088,N989AT,ATW,ATL,540,543.0,3.0,10.0,553.0,131.0,121.0,103.0,765,836.0,8.0,851,844.0,-7.0,0,0,,,,,,
2842057,2015,6,28,7,MQ,3176,N838MQ,ABI,DFW,813,806.0,-7.0,10.0,816.0,60.0,50.0,32.0,158,848.0,8.0,913,856.0,-17.0,0,0,,,,,,
1280135,2015,3,24,2,WN,3863,N489WN,BWI,CLE,1250,1245.0,-5.0,8.0,1253.0,70.0,72.0,61.0,314,1354.0,3.0,1400,1357.0,-3.0,0,0,,,,,,
5397756,2015,12,4,5,WN,3154,N364SW,BOS,ATL,1515,1515.0,0.0,18.0,1533.0,180.0,169.0,142.0,946,1755.0,9.0,1815,1804.0,-11.0,0,0,,,,,,
1352042,2015,3,28,6,US,464,N176UW,SAN,PHX,1920,1922.0,2.0,12.0,1934.0,75.0,68.0,50.0,304,2024.0,6.0,2035,2030.0,-5.0,0,0,,,,,,
2777412,2015,6,24,3,NK,877,N509NK,ATL,FLL,1002,1001.0,-1.0,24.0,1025.0,116.0,114.0,86.0,581,1151.0,4.0,1158,1155.0,-3.0,0,0,,,,,,
4972957,2015,11,7,6,EV,4555,N11547,IAH,BRO,907,904.0,-3.0,19.0,923.0,75.0,78.0,54.0,308,1017.0,5.0,1022,1022.0,0.0,0,0,,,,,,
2031018,2015,5,9,6,MQ,3198,N941MQ,DFW,AEX,2015,2157.0,102.0,16.0,2213.0,74.0,63.0,45.0,285,2258.0,2.0,2129,2300.0,91.0,0,0,,0.0,0.0,0.0,19.0,72.0
2757877,2015,6,23,2,DL,2652,N603AT,ATL,EWR,750,749.0,-1.0,12.0,801.0,131.0,123.0,106.0,746,947.0,5.0,1001,952.0,-9.0,0,0,,,,,,
1962586,2015,5,5,2,AA,2418,N581AA,CMH,DFW,1608,1600.0,-8.0,10.0,1610.0,167.0,150.0,132.0,926,1722.0,8.0,1755,1730.0,-25.0,0,0,,,,,,
2100316,2015,5,14,4,AA,1327,N026AA,DFW,MEM,730,727.0,-3.0,14.0,741.0,94.0,84.0,62.0,431,843.0,8.0,904,851.0,-13.0,0,0,,,,,,
362456,2015,1,24,6,WN,4516,N8622A,PHX,MCI,1755,1749.0,-6.0,14.0,1803.0,155.0,149.0,131.0,1044,2114.0,4.0,2130,2118.0,-12.0,0,0,,,,,,
3993362,2015,9,5,6,WN,6728,N969WN,DEN,SEA,1245,1242.0,-3.0,13.0,1255.0,170.0,159.0,139.0,1024,1414.0,7.0,1435,1421.0,-14.0,0,0,,,,,,
4163263,2015,9,16,3,UA,503,N528UA,BOS,SFO,1840,1851.0,11.0,10.0,1901.0,378.0,373.0,353.0,2704,2154.0,10.0,2158,2204.0,6.0,0,0,,,,,,
1099342,2015,3,13,5,AS,638,N508AS,SEA,LAS,1045,1058.0,13.0,14.0,1112.0,148.0,152.0,128.0,867,1320.0,10.0,1313,1330.0,17.0,0,0,,4.0,0.0,0.0,13.0,0.0
5299416,2015,11,28,6,UA,594,N12216,DCA,DEN,1559,1558.0,-1.0,11.0,1609.0,245.0,248.0,229.0,1476,1758.0,8.0,1804,1806.0,2.0,0,0,,,,,,
3420345,2015,8,1,6,MQ,3464,N600MQ,JFK,BWI,1600,1710.0,70.0,21.0,1731.0,91.0,66.0,39.0,184,1810.0,6.0,1731,1816.0,45.0,0,0,,0.0,0.0,45.0,0.0,0.0
2749926,2015,6,22,1,WN,442,N449WN,DCA,MDW,1700,1728.0,28.0,16.0,1744.0,120.0,111.0,90.0,601,1814.0,5.0,1800,1819.0,19.0,0,0,,0.0,0.0,1.0,18.0,0.0
4162047,2015,9,16,3,EV,5141,N197PQ,HPN,ATL,1729,1722.0,-7.0,17.0,1739.0,142.0,128.0,106.0,780,1925.0,5.0,1951,1930.0,-21.0,0,0,,,,,,
568823,2015,2,7,6,WN,3949,N720WN,BUR,DEN,1330,1329.0,-1.0,9.0,1338.0,130.0,119.0,102.0,850,1620.0,8.0,1640,1628.0,-12.0,0,0,,,,,,
4485880,2015,10,7,3,DL,1294,N918DL,14492,10397,1100,1101.0,1.0,20.0,1121.0,84.0,85.0,58.0,356,1219.0,7.0,1224,1226.0,2.0,0,0,,,,,,
341846,2015,1,23,5,B6,390,N768JB,DCA,BOS,1100,1055.0,-5.0,12.0,1107.0,84.0,86.0,67.0,399,1214.0,7.0,1224,1221.0,-3.0,0,0,,,,,,
4470360,2015,10,6,2,EV,5042,N712EV,11193,12953,1140,1137.0,-3.0,10.0,1147.0,116.0,103.0,86.0,585,1313.0,7.0,1336,1320.0,-16.0,0,0,,,,,,
2313494,2015,5,27,3,EV,4387,N24128,IAH,MOB,1328,1327.0,-1.0,30.0,1357.0,81.0,107.0,73.0,427,1510.0,4.0,1449,1514.0,25.0,0,0,,25.0,0.0,0.0,0.0,0.0
5126597,2015,11,17,2,OO,2981,N907SW,PSP,PHX,655,651.0,-4.0,13.0,704.0,70.0,74.0,48.0,261,852.0,13.0,905,905.0,0.0,0,0,,,,,,
4446701,2015,10,4,7,WN,274,N952WN,12889,14679,2135,2131.0,-4.0,10.0,2141.0,60.0,61.0,46.0,258,2227.0,5.0,2235,2232.0,-3.0,0,0,,,,,,
5070564,2015,11,13,5,WN,1789,N640SW,ONT,OAK,1210,1216.0,6.0,8.0,1224.0,75.0,66.0,53.0,362,1317.0,5.0,1325,1322.0,-3.0,0,0,,,,,,
776384,2015,2,20,5,EV,5247,N854AS,ATL,BTR,2145,2139.0,-6.0,11.0,2150.0,96.0,89.0,74.0,448,2204.0,4.0,2221,2208.0,-13.0,0,0,,,,,,
5255489,2015,11,25,3,AA,19,N783AA,JFK,LAX,1100,1056.0,-4.0,16.0,1112.0,375.0,369.0,341.0,2475,1353.0,12.0,1415,1405.0,-10.0,0,0,,,,,,
2686534,2015,6,18,4,EV,6124,N11191,CLT,EWR,1958,2117.0,79.0,25.0,2142.0,117.0,138.0,105.0,529,2327.0,8.0,2155,2335.0,100.0,0,0,,21.0,0.0,12.0,67.0,0.0
3007539,2015,7,8,3,OO,5645,N703SK,RNO,DEN,954,1126.0,92.0,13.0,1139.0,134.0,133.0,115.0,804,1434.0,5.0,1308,1439.0,91.0,0,0,,0.0,0.0,0.0,91.0,0.0
2005131,2015,5,8,5,WN,535,N7704B,MDW,PVD,825,821.0,-4.0,6.0,827.0,130.0,122.0,111.0,842,1118.0,5.0,1135,1123.0,-12.0,0,0,,,,,,
4167318,2015,9,17,4,WN,2242,N790SW,MDW,TPA,635,631.0,-4.0,8.0,639.0,150.0,139.0,125.0,997,944.0,6.0,1005,950.0,-15.0,0,0,,,,,,
5135697,2015,11,17,2,WN,2214,N788SA,BWI,ISP,1605,1616.0,11.0,10.0,1626.0,60.0,57.0,45.0,220,1711.0,2.0,1705,1713.0,8.0,0,0,,,,,,
3259454,2015,7,23,4,OO,3430,N170SY,SLC,PDX,730,729.0,-1.0,13.0,742.0,121.0,105.0,88.0,630,810.0,4.0,831,814.0,-17.0,0,0,,,,,,
2617536,2015,6,14,7,B6,611,N632JB,JFK,LAS,2010,2008.0,-2.0,69.0,2117.0,358.0,373.0,299.0,2248,2316.0,5.0,2308,2321.0,13.0,0,0,,,,,,
1478491,2015,4,5,7,UA,697,N437UA,LAS,SFO,1701,1659.0,-2.0,14.0,1713.0,95.0,96.0,77.0,414,1830.0,5.0,1836,1835.0,-1.0,0,0,,,,,,
482186,2015,2,1,7,NK,976,N607NK,DEN,DTW,1959,,,,,159.0,,,1123,,,38,,,0,1,B,,,,,
717644,2015,2,17,2,VX,330,N854VA,SFO,LAX,1110,1108.0,-2.0,12.0,1120.0,80.0,87.0,55.0,337,1215.0,20.0,1230,1235.0,5.0,0,0,,,,,,
5813102,2015,12,31,4,OO,2997,N868CA,PHX,GJT,1315,1324.0,9.0,22.0,1346.0,93.0,86.0,60.0,438,1446.0,4.0,1448,1450.0,2.0,0,0,,,,,,
1617473,2015,4,14,2,B6,354,N524JB,PBI,JFK,929,920.0,-9.0,9.0,929.0,160.0,151.0,136.0,1028,1145.0,6.0,1209,1151.0,-18.0,0,0,,,,,,
117776,2015,1,8,4,UA,1076,N75435,ORD,FLL,1313,1406.0,53.0,21.0,1427.0,190.0,176.0,151.0,1182,1758.0,4.0,1723,1802.0,39.0,0,0,,0.0,0.0,0.0,0.0,39.0
1864758,2015,4,29,3,EV,5566,N916EV,CSG,ATL,1445,1428.0,-17.0,29.0,1457.0,47.0,61.0,24.0,83,1521.0,8.0,1532,1529.0,-3.0,0,0,,,,,,
5404731,2015,12,5,6,DL,2404,N6700,SAN,JFK,615,615.0,0.0,22.0,637.0,316.0,315.0,285.0,2446,1422.0,8.0,1431,1430.0,-1.0,0,0,,,,,,
4159283,2015,9,16,3,UA,1604,N73406,SFO,DFW,1441,1934.0,293.0,31.0,2005.0,209.0,207.0,164.0,1464,49.0,12.0,2010,101.0,291.0,0,0,,0.0,0.0,123.0,168.0,0.0
1709652,2015,4,20,1,B6,583,N794JB,JFK,MCO,556,554.0,-2.0,15.0,609.0,162.0,167.0,147.0,944,836.0,5.0,838,841.0,3.0,0,0,,,,,,
1509925,2015,4,7,2,AS,462,N612AS,SEA,LAX,1500,1453.0,-7.0,20.0,1513.0,158.0,172.0,139.0,954,1732.0,13.0,1738,1745.0,7.0,0,0,,,,,,
1800922,2015,4,25,6,MQ,3312,N679MQ,RST,ORD,1445,1436.0,-9.0,8.0,1444.0,76.0,73.0,50.0,268,1534.0,15.0,1601,1549.0,-12.0,0,0,,,,,,
284745,2015,1,19,1,NK,678,N612NK,RSW,DTW,1630,1702.0,32.0,8.0,1710.0,170.0,161.0,148.0,1084,1938.0,5.0,1920,1943.0,23.0,0,0,,0.0,0.0,23.0,0.0,0.0
3100263,2015,7,13,1,UA,1631,N77520,EWR,MCO,1825,1832.0,7.0,43.0,1915.0,169.0,174.0,124.0,937,2119.0,7.0,2114,2126.0,12.0,0,0,,,,,,
4550515,2015,10,11,7,AA,1926,N165US,12892,14100,1350,1435.0,45.0,13.0,1448.0,319.0,289.0,272.0,2402,2220.0,4.0,2209,2224.0,15.0,0,0,,0.0,0.0,0.0,15.0,0.0
